"","Company","Title","Category","Location","Responsibilities","Minimum.Qualifications","Preferred.Qualifications","city","country","job_type","experience","domain","positions","education"
"94","Google","asic physical design engineering tech lead & manager","Hardware Engineering","Mountain View, CA, United States","Work with architects, logic designers and ASIC vendors to drive architectural feasibility studies, develop timing, power and area design targets, and explore RTL/design tradeoffs for physical design closure.
Work with logic verification, and software teams to understand and implement the design requirements for clocking and power management.","bachelor's degree or equivalent practical experience.
multiple foundry experience.
experience in leading implementation, flows and/or methodology for building complex soc with 100 million plus gates in advanced nodes. experience in people leadership
experience in asic vendor management and in ip integration (memories, flash, io’s and analog ip)","experience setting flows and methodologies for physical design and design sign off
hands on experience and a solid understanding in all of the following physical design flows and methodologies: synthesis, place and route, sta, formal verification, cdc and power/em/ir analysis, power intent (upf/cpf), dft.
hands on experience and a solid understanding in most or all of the following tools: design compiler, icc/icc2, innovus/edi, primetime, conformal lec and clp, spyglass and power artist, drc tools such as calibre, dft compiler/tessent/encounter test, electrical analysis tools such as redhawk/voltus
proficiency in semiconductor device physics and transistor characteristics.","Mountain View"," United States","Full-time",0,"other","lead","bachelor"
"95","Google","partner sales engineer, google cloud","Technical Solutions","Bucharest, Romania","Work with Partner Managers to identify and recruit partners in the market that can deliver innovative solutions to our customers, built on top of Google Cloud (Google Cloud Platform and G Suite).
Develop our partners’ technical teams with both sales and technical competencies, so that they can be successful in the market.
Keep partners up-to-date with product and technical knowledge and market differentiators.
Work with partner technical representatives in opportunities and projects, complementing their skill and guaranteeing high quality customer deliverables. Advise on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing “best practice” advice to customers and partners to optimize Google Cloud effectiveness.
Act as a technical advocate within Google for our partners in order to help provide feedback from the field, as well as to present on their behalf.","bachelor's degree in computer science or a related technical field or equivalent practical experience.
experience serving in the capacity of a technical sales engineer in a cloud computing environment, or equivalent experience in a customer and/or partner-facing role (including working as a member of a professional services, solutions architect or systems engineering team).
ability to speak and write in english and a local language (german, arabic, italian, polish, romanian) fluently and idiomatically.
ability to travel up to 40% of the time as required to visit partners across a defined geographic territory.","experience in, and understanding of, data and information management, especially as it relates to big data trends and issues within businesses. experience using and/or managing databases.
experience working with linux. experience with software lifecycle and build tools as well as experience architecting and developing software for scalable, distributed systems.
experience architecting and developing solutions for scalable, distributed systems.
knowledge of enterprise networking and identity management systems. knowledge of big data, paas, saas, iaas, public cloud, and related industry and technical concepts, as well as working knowledge of web application development platforms and related technologies.
ability to craft a compelling message and tailor it for a given audience. ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful.
ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the cloud technology space.","Bucharest"," Romania","Full-time",0,"partner","engineer","ms"
"96","Google","global partner business development manager","Program Management","Sunnyvale, CA, United States","Work closely across multiple teams.
Deliver a consistent worldwide strategy for initiatives to support our strategic alliances for energizing the market and ecosystem to partner with Google.
Be responsible for the global strategy, core initiative development, and funding programs, and analytics to drive effective partner Go-to-Market initiatives that provide value for our customers and ignite our ecosystem.
Understand our partnerships, their goals and the intersection with Google’s, design innovative GTM campaigns and evaluate which partners we need to support.
Guide regional teams in understanding the initiatives across the Americas, EMEA and JAPAC.","bachelor's degree or equivalent practical experience.
5 years of experience in program management, partner development and/or channel sales roles in the business technology market.","master's degree in a technical (computer science/software engineering) or mba.
10 years of partner programs experience at an enterprise software (or cloud) company and experience with competitive partner programs.
5 years of experience in marketing.
experience in transition channel models to include cloud, saas, services and advisory programs. experience building global gtm initiatives with strategic partners.
strong leadership skills in driving global business planning, initiatives and adoption into the regions.
passionate about the partners, possessing the drive to achieve quick results, and have the capacity to assume increasing responsibility in a highly successful, fast-paced global organization.","Sunnyvale"," United States","Full-time",5,"business development","manager","bachelor"
"97","Google","technical program manager, enterprise communications","Program Management","Stockholm, Sweden","Drive regular releases of software solutions for a variety of clients including custom hardware.
Ensure alignment between engineering, product, UX and test on release goals and timeline.
Define work planning, scheduling and tracking process and keep the team on track.
Analyze data from trials, customer feedback and QA reports to help the team make the right prioritization, requirements and launch decisions.
Document best practices for software development across multiple project teams and help leads implement them.","ba/bs degree in computer science, engineering or related fields, or equivalent practical experience.
experience writing code and experience driving a software product to launch.
experience managing technical projects.
experience with data modeling and analysis.","experience with android, ios software development and carrier and telephony technology.
experience directly managing employees and vendors.
experience leveraging common data querying and statistical analysis techniques.
knowledge of the tools and elements of project management, with a firm sense of accountability and ownership for project success.
ability to interact with diverse technical and non-technical groups, spanning all organizational levels.","Stockholm"," Sweden","Full-time",0,"other","manager","bs"
"100","Google","global supply chain and sourcing manager, cpus, consumer hardware","Manufacturing & Supply Chain","Mountain View, CA, United States","Develop and execute CPU commodity, component, and module strategies for Consumer Hardware. Continually identify and implement new opportunities for Cost Savings and Cost Avoidance including optimizing the supply base for Google’s Consumer Hardware needs.
Address all areas of global sourcing and supply chain management including commodity business plans, supplier performance management and global market analysis.
Develop deep understanding of cost competing technologies, process and products to guide and influence product development and decisions; create and/or optimize models for evaluating modules, components and new processes.
Collaborate closely with cross-functional teams to identify cost opportunities and risks related to product design and business plans.
Develop global sourcing strategies with defined plans for risk assessment and mitigation, and supply planning agreements.","ba/bs in technical or business related field or equivalent practical experience.
8 years of experience in commodity management, strategic sourcing or supply chain management.
experience building cost models for integrated circuit, analyzing cost trends, and assessing opportunities and risk for new or early-stage product development.
experience in cpu commodity management within the consumer electronics and/or consumer hardware space.","ms, mba, or other advanced degree.
experience working and partnering with supplier management at a global scale.
experience collaborating and working cross-functionally with finance, legal, engineering, and operations/manufacturing teams.
experience in developing stakeholder relationships.
excellent interpersonal and communication skills.
ability to travel up to 10% of the time.","Mountain View"," United States","Full-time",8,"other","manager","bs"
"101","Google","ソフトウェア エンジニア、chrome os ビデオ","Software Engineering","Tokyo, Japan","デバイス、ドライバに加え、Chrome OS、Android などの Linux ベースシステム用の動画、メディア、グラフィック ソフトウェアの低レベル開発に取り組む
新しいマルチプラットフォームの基準や API を設計、開発し、動画、メディア、グラフィックのフレームワークを作成する
社内外のソフトウェア担当チームやハードウェア担当チーム、パートナー様、オープンソース コミュニティと連携する","コンピュータ サイエンスまたは関連する技術分野で学士号を取得していること（関連職種での実務経験でも可）
c、c++ を使用したプログラミング経験
ドライバや、linux ベースシステム用の低レベル システム ソフトウェアを作成した経験
linux の内部構造に関する知識","コンピュータ サイエンスまたは関連する技術分野での修士号または博士号
ドメインに関する知識。または動画、コーデック、グラフィック、カメラ、マルチメディアのうち 1 つ以上の分野における低レベル開発の経験
オープンソース開発の経験","Tokyo"," Japan","Full-time",0,"other","other","other"
"102","Google","onsite training programs lead, google cloud","Program Management","New York, NY, United States","Design and work with local Google facilities teams to launch on-site training centers that meet our customers expectations of what they will experience when they come to Google.
Implement a standard ‘playbook’ for the launch and management of each site and relevant on-site program to ensure that each follows same operational standards while the Google experiences are globally consistent for our students.
Drive planning that relates to the sites, be it annual budget planning for launching/running sites, or ongoing planning to ensure that schedules and utilization rates are maximized.
Manage operational aspects for each location i.e. manage a team of local site coordinators who will look after areas such as day to day facilities management, local ordering and local support. Be willing to travel 30% of time with a significant amount of that being international travel.
Collaborate with teams across Google to ensure success of each site and the programs that are run there; in particular you will work closely with Google facilities teams, Google trainers, our curriculum team, Sales Operations team and Field Sales teams.","5 years of experience working in entertainment, hotel, training or other leisure (or comparable) industry responsible for creating on-site experiences
experience managing utilization rates and related schedules. program management experience managing day to day operations of event sites, e.g. logistics, catering, on-site staff, etc.
experience putting together and then managing against the budgets that come with on-site facilities and programs.","experience managing global/dispersed teams and working in global context.
strong general understanding of google cloud’s product offerings
strong collaborative skills, evidenced by ability to work across many teams to ensure successful delivery of complex projects against tight deadlines and limited resources.
self-starter who thrives in a sometimes ambiguous and very fast moving environment.
strong communications skills, both verbal and written.","New York"," United States","Full-time",5,"cloud","lead","ms"
"103","Google","customer success manager","Program Management","San Francisco, CA, United States","Onboard new customer organizations and maintain strong relationships with these organizations
Drive adoption and engagement of our solution within enterprise environments
Understand and advocate for the needs of individual users and organizations that ladder up to greater processes we are trying to drive
Become a strategic partner that helps organizations mature by sharing insights from your personal experience and exposure to other organizations
Expand engagements of existing customers with our products, and manage renewals of business agreements","bachelor's degree or equivalent practical experience.
3 years of experience as a customer success manager, account manager, solutions consultant, or related position for an enterprise saas product.
experience selling/communicating functionality and how this functionality adds value to organizations. experience influencing and collaborating with product teams.
experience onboarding customer organizations and maintaining those relationships throughout the customer lifecycle","5 years of experience as a customer success manager, account manager, solutions consultant, or related position for an enterprise saas product.
experience managing renewal conversations and renewing existing agreements and delivering customer success services at scale.
experience in the hr space
strong problem solving and analytical skills; ability to evolve business and product strategy based on research, data and industry
strong people and organizational management skills; a natural leader and mentor. ability to adapt to a rapidly changing product and respond strategically to customer needs.
strong cross-functional project management, communication, and stakeholder management skills","San Francisco"," United States","Full-time",3,"customer","manager","ms"
"104","Google","cell design and process engineer","Hardware Engineering","Mountain View, CA, United States","Design, development, validation and analysis of lithium-ion cell components, assemblies, specifications
Define battery cell ERS (engineering requirement specification) and validation plan for battery vendors
Define the critical cell process parameters and inspection methods in order to resolve manufacturing process issues.
Optimize electrodes including formulation, coat weight, density, and porosity.
Provide the selection, characterization and validation of lithium-ion cell materials and components (active materials, additives, electrodes, separators, electrolytes, etc.)","ms degree in chemistry, materials engineering, chemical engineering, related field or equivalent practical experience.
experience with the dfmea process.
experience with quality and reliability disciplines.
experience in design and development of components and assemblies for lithium-ion batteries.","phd.
5 years of industry experience in designing and testing li-ion or lithium polymer battery.
experience with materials and electrodes testing: si-anode, li-metal, high voltage cathode.
deep expertise in coin cell fabrication, electrode formulations, li-ion cell process, and processing techniques for improving manufacturing process and cell performance.
hands-on experience with developing technical specifications for components and assemblies.","Mountain View"," United States","Full-time",0,"other","engineer","ms"
"105","Google","technical solutions consultant, google technical services (english, german)","Technical Solutions","München, Germany","Work closely with our Sales team to identify, develop, and optimize new business opportunities and develop client relationships by leveraging Google products and technologies. Develop cutting-edge solutions as the technical lead, provide consulting services to our partners, build lasting relationships and be sensitive to client needs.
Help partners in their day-to-day challenges by delivering innovative and scalable solutions and troubleshooting their issues.
Propose, design, create and present prototypes, demos and proofs-of-concept to a wide variety of audiences, from engineers to marketing professionals.
Perform implementation reviews. Advocate for new product features, and provide partner feedback to internal cross-functional teams including Product Management and Engineering.
Travel as required to meet with specific partners/clients internationally.","ba/bs degree in computer science or a related technical subject, or equivalent practical experience.
experience with web technologies such as html, css, javascript and http.
experience in one or more programming languages, including java, c++, python, etc.
ability to speak and write in english and german fluently and idiomatically.","experience working with and managing external partners/customers.
familiarity with sql/mysql and unix/linux operating systems/commands.
demonstrated ability to adapt your message to the technical level of the audience and comfort presenting technical materials to groups of any size and background.
excellent project management skills and attention to detail.
excellent problem solving, analytical and troubleshooting skills.","München"," Germany","Full-time",0,"other","consultant","b.tech"
"106","Google","cloud consultant, professional services, google cloud","Program Management","London, United Kingdom","Interact with sales/partner leads and technical stakeholders in order to translate complex customer requirements into recommendations for appropriate solution architectures.
Work with customer technical leads, client executives and partners to manage and deliver successful migrations to cloud-based solutions.
Create programs and template solutions to achieve scalable impact across the customer and partner ecosystem.
Understand customer needs and help to shape Google’s long-term product strategy. Be a champion of Google’s “product innovation story”.","ba/bs degree or equivalent practical experience.
experience in architecting, developing or maintaining cloud solutions in cloud environments such as google cloud platform.
experience in account management, client service and/or management consulting.","experience working with channel partners, systems integrators and third-party developers to deliver successful solutions.
experience reading software code in one or more languages such as java, javascript, python.
ability to thrive in evolving and ambiguous environments. ability to work well in a cross-functional and geographically dispersed team.
effective written and verbal communication skills, including presentation writing and delivery.","London"," United Kingdom","Full-time",0,"cloud","consultant","bs"
"107","Google","global supply chain manager, audio, consumer hardware","Manufacturing & Supply Chain","Shanghai, China","Develop and execute global supply chain strategies.
Work with suppliers to ensure material availability and readiness for development builds and mass production.
Serve as the escalation point for all supplier-related issues in mass production.
Understand component lead time and evaluate associated supply chain risks.","bachelor's degree in electrical engineering, mechanical engineering, or a related engineering field, or equivalent practical experience.
3 years of experience in the technology industry in procurement or supply chain management, or equivalent experience.","5 years of relevant work experience in global supply chain management within consumer electronics, with a demonstrated knowledge of manufacturing and supply chain processes.
experience with audio commodities.
demonstrated experience in collaborating and working cross-functionally with engineering and product teams. experience working and partnering with suppliers.
demonstrated record in driving overall ramp readiness with engineering, operations and supplier teams.
excellent communication, sourcing, negotiation and collaboration skills.
ability to travel up to 35% of the time as required.","Shanghai"," China","Full-time",3,"other","manager","bachelor"
"108","Google","process specialist, curated formats, google technical services","Product & Customer Support","Hyderabad, India","Become the conduit between Google Technical Services managed Vendor teams and the Ads UI Engineering Technical and Program Management teams to manage process excellence for ongoing operations and to drive tools and solutions betterment.
Work with Vendor Managers on process and delivery betterments for ongoing operational needs and be responsible for identifying, escalating and resolving issues rapidly.
Manage velocity by effective communication and collaboration across teams, geographies and time zones. Drive standardization across delivery regions on process and methods so as to ensure consistency in Key Performance Indicators (KPI) delivery, both quality and productivity.
Act as the point of contact for Engineering teams to work on product/process issues that impact the Vendor teams and drive quick traction and communication.
Partner with Engineering teams to carry out root cause analysis based on ongoing needs that come up.","ba/bs degree or equivalent practical experience.
6 years of experience in process re-engineering/automation and/or transition management experience in global outsourced operations.
experience working with stakeholders and partners.","operations six sigma certification (or other relevant operations coursework).
3 years of analytical work experience - understanding customer needs and working with data to identify trends and develop solutions.
experience in project management, customer service, process quality and process optimization.
experience working in transition management.
knowledge of sql.
knowledge of one or more areas within adwords (analytics, policy, search etc) and/or in one or more platforms products (ad exchange, cas, doubleclick bid manager, doubleclick campaign manager, doubleclick search).","Hyderabad"," India","Full-time",6,"other","other","bs"
"109","Google","software engineer, virtual prototyping","Software Engineering","Xinyi District, Taiwan","Develop simulation models for SoC components like processors, video codec, machine learning accelerator, and other peripherals
Build pre-silicon virtual prototyping system for early software development
Interface virtual prototyping system with emulation hardware to accelerate simulation
Interface virtual prototyping system with micro-architecture models for verification and performance modeling","master's degree in computer science or electrical engineering or equivalent practical experience.
3 years of working experience
experience with algorithms and data structures.
programming experience in c or c++.","experience in systemc or rtl
experience in instruction set simulator, dynamic binary translation, or virtualization
experience in software-based virtual platforms or fpga/asic based emulation platforms
experience in low-level system software development like firmware, kernel, and driver
familiarity with arm and x86 assembly","Xinyi District"," Taiwan","Full-time",3,"software","engineer","master"
"110","Google","hardware system engineer, system on a chip","Hardware Engineering","Mountain View, CA, United States","Design future products by managing architecture selection, electrical design and validation.
Plan and lead validation of your designs: lead complete functional verification, signal characterization, power modeling/test and system coexistence testing.
Bring your design to mass production by setting factory test requirements, assisting in software bring up, traveling on-site to the manufacturer to ensure the design is built and tested successfully.
Work with and manage suppliers/manufacturing partners to establish mutually beneficial relationships for future product designs.
Work with all cross-functional teams (software, product design, industrial design, program management, manufacturing operations) with an emphasis working with platform engineering teams as well our signal integrity teams.","ba/bs degree electrical engineering, computer engineering or related field or equivalent practical experience.
6 years of work experience in consumer electronics and/or embedded systems design.
experience with system integration with focus on mobile soc integration (gpio, peripheral interface definitions, memory interfaces).
ability to travel internationally up to 20% of the time.","experience with design of mobile phone baseband and power system design.
experience with any of the following: embedded systems, processor selection, various communication protocols (especially spi, i2c, uart, mipi, dsi), analog design, sensor design, low power design, cadence/allegro and rf technologies.
experience in prototype bring-up and debugging, functional verification and manufacturing support.
experience working within a lab-based environment (soldering, oscilloscopes, data acquisition).","Mountain View"," United States","Full-time",6,"other","engineer","ms"
"111","Google","supplier development engineer, sensor module","Hardware Engineering","Shanghai, China","Work with supplier and cross-functional team members to develop communication and sensor modules focusing on quality manufacturing processes.
Support the development of required customized manufacturing processes with supplier including SMT, IC packaging, test and module test.
Manage the development and implementation of quality control plan required for the module at supplier’s factory.
Improve yield early in the development phase of the module.
Lead root causing and corrective action for manufacturing defects.","ba/bs degree in electrical or electronic engineering or equivalent practical experience.
7 years of experience in manufacturing and test engineering with radio frequency related parts or devices.","knowledge in communication test system and noise/emc troubleshooting.
knowledgeable in manufacturing quality control.
skills in statistical process control, failure analysis and program management.
ability to speak in english and chinese fluently and idiomatically.
ability to travel up to 50% of the time.","Shanghai"," China","Full-time",7,"supplier","engineer","bs"
"112","Google","systems administrator, windows","Technical Infrastructure","Sunnyvale, CA, United States","Support, maintain and deploy team-supported infrastructure and documentation.
Develop and implement process improvements in how we build, secure, manage, and maintain our user communities.
Work in a fast-paced environment while ensuring the uptime and availability of Google's internal services.
Innovate the approach to systems design and management.
Work closely with various Network and Software Engineering teams.","experience with management, security and optimization of large windows deployments including windows 2008 r2 and 2012 r2.
experience in automation using programming/scripting languages (such as powershell, go, python, c#, c++).
experience in designing and implementing build automation, and configuration management for operating system platforms.","ba/bs degree or equivalent practical experience.
5 years of industry related experience.
experience in windows fleet management in a mixed environment (linux, windows, mac os x, etc.).
experience designing and implementing highly scalable systems.
ability to troubleshoot os and application issues in windows and understanding of windows security including host level firewalls.
familiarity with standard windows tools (eg. perfmon, dumpcap) and virtualization technologies.","Sunnyvale"," United States","Full-time",0,"other","administrator","ms"
"113","Google","technical solutions engineer, g suite, google cloud","Technical Solutions","Zürich, Switzerland","Diagnose and resolve complex customer issues for G Suite products in an engineering support function as part of a global 24x7 global team.
Cultivate and maintain an in-depth understanding of Google's product technology, architecture and implementation. Build and transfer knowledge to Google’s partner support groups.
Guide, or perform design and implementation of, new support, productivity or investigation tools to increase efficiency for the technical support process.
Act as a consultant and knowledge base for Product Managers, Sales Engineers, Technical Account Managers, and Deployment Specialists, resolving technical deployment obstacles, improving the product's vision and making Google customers successful.
Work closely with multiple G Suite Product Management and Software Engineering teams on understanding ways to improve the product. Interact with Quality Assurance (QA) teams to drive exceptional testing quality.","bachelor's degree in computer science or a related technical field or equivalent practical experience.
experience in technical support, professional services, engineering, sustaining engineering, or systems engineering.
ability to undergo additional background check clearance to work with government clients.","experience with various dbms, data mining and analysis.
experience implementing, troubleshooting, and supporting internet-based applications, web servers, mail servers (e.g. exchange, lotus, sendmail, or postfix), and linux/unix operating systems.
experience with identity management or directory services (ldap, ad). experience with managing hosted services/saas.
experience with programming/scripting (i.e. one or more of java, c, c++, .net, python, shell, perl, javascript).
understanding of linux/unix system administration. understanding of web and mail-related standards, such as http, html, xml, cookie-based sso, and smtp.
excellent troubleshooting, problem solving, written/verbal communication skills.","Zürich"," Switzerland","Full-time",0,"cloud","engineer","ms"
"114","Google","program manager, geo data operations","Program Management","Singapore","Manage large projects from concept to launch, developing and coordinating realistic project estimates, plans, and/or metrics, working and communicating effectively with Engineering, Product Management, QA, Operations and customers
Setup and manage in-house / outsourced project execution teams with associated processes to ensure successful completion of the program
Understand Google products, internal tools and processes and leverage those to push automation and increase work efficiency. Contribute to global company-wide planning processes that include budgeting, project prioritization, headcount planning, forecast management and variance analysis
Monitor, measure and communicate project progress, potential risks and delays and team performance to program teams, executives and other sponsors. Take the lead in driving cross-office collaboration and resolving any site-related differences
Travel to multiple cities across various countries to study/audit field operations and suggest process improvements","bachelor's degree in a technical discipline or equivalent practical experience.
8 years of relevant work experience.
2 years of industry experience managing and projects.
ability to travel internationally as required.","good project management experience, ability to define projects and execute within timelines and with multiple stakeholders and proven ability to deliver projects on time and to budget
excellent project manager and self-starter, with the ability to work independently and on multiple initiatives at the same time.
ability to effectively influence and communicate cross-functionally with all levels of management and having exceptional verbal and written communication skills.
ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.","Singapore","Singapore","Full-time",8,"other","manager","bachelor"
"115","Google","global supply chain manager, keyboard and trackpad, consumer hardware","Manufacturing & Supply Chain","Shanghai, China","Develop and execute global supply chain strategies.
Work with suppliers to ensure material availability and readiness for development builds and mass production.
Serve as the escalation point for all supplier-related issues in mass production.
Understand component lead time and evaluate associated supply chain risks.","bachelor's degree in electrical engineering, mechanical engineering, or a related engineering field, or equivalent practical experience.
3 years of experience in the technology industry in procurement or supply chain management, or equivalent experience.","5 years of relevant work experience in global supply chain management within consumer electronics, with a demonstrated knowledge of manufacturing and supply chain processes.
experience with keyboard or trackpad commodities.
demonstrated experience in collaborating and working cross-functionally with engineering and product teams. experience working and partnering with suppliers.
demonstrated record in driving overall ramp readiness with engineering, operations and supplier teams.
excellent communication, sourcing, negotiation and collaboration skills.
ability to travel up to 35% of the time as required.","Shanghai"," China","Full-time",3,"other","manager","bachelor"
"116","Google","solution architect, google cloud platform (apigee)","Technical Solutions","Paris, France","Produce required design specifications, provide technical leadership and architectural mentorship and help customers build quality technical solutions/implementations with on-premises, cloud and hybrid cloud-based Apigee solution.
Work closely with geographically distributed Apigee and Customer project teams to align the technical requirements and the solution design with the customer's business drivers and in order to demonstrate our value.
Act as a liaison for the engineering and product teams to commercialize solutions with partners and customers.
Travel up to 50% of the time.","ba/bs degree in a technical or engineering field or equivalent practical experience.
programming experience in one or more of the following: java, python, javascript, nodejs, c#, net, ruby.
ability to speak and write in english and german or french fluently and idiomatically.","experience with or deep understanding of private, public and hybrid cloud design considerations and limitations in the areas of virtualization and global infrastructure, distributed systems, load balancing and networking, and security.
experience in architecting and/or implementing api based solutions with sound hands-on familiarity with related standards such as http, rest, soap and oauth.
ability to communicate effectively and influence stakeholders in internal and external engineering teams, product development teams, sales operations teams as well as external google partners and end consumers.
excellent presentation, verbal and written communication skills.","Paris"," France","Full-time",0,"cloud","architect","bs"
"117","Google","technical trainer manager, google cloud","Program Management","Seattle, WA, United States","Manage a global team of Technical Trainers.
Grow the team to achieve staffing goals while ensuring high training standards are maintained.
Optimize the performance of the Training team by ensuring the team has access to the necessary resources, assets, networks and tools.
Ensure best training practices are shared across the global team.
Work cross-functionally with the Curriculum Development team to ensure an effective feedback loop is in place between instructors and that team. Optimize delivery schedules to ensure alignment with business goals.","7 years of experience in a technical training role.
5 years of experience in a management role.
experience in managing team of technical trainers.","experience with cloud infrastructure, data and/or machine learning, with an understanding of cloud technologies.
experience working in a global team.
comfort with working in a fast-growing, dynamic and ambiguous environment.
effective interpersonal skills, with the ability to work in a cross-functional organization.
travel internationally as required.","Seattle"," United States","Full-time",7,"cloud","manager","other"
"118","Google","product strategy and operations lead, consumer payments (english, russian)","Program Management","London, United Kingdom","Coordinate and drive cross-functional initiatives to improve user adoption, operational efficiencies and/or partner activity.
Drive analytics and reporting for the region; deep-dive into user behaviour, key industry trends and competitive landscape.
Contribute to product design/roadmap (collecting local feedback, and support local product testing).
Support launches cross-functionally, particularly on project management and testing in the lead up to launch.
Support relationship management with key partners.","ba/bs degree or equivalent practical experience.
experience working in a management consulting environment or investment bank.
ability to speak and write in english and russian fluently and idiomatically.","master's degree or equivalent practical experience.
experience in program management.
experience in stakeholder management, with the ability to communicate effectively with executives.
expertise in mobile, payments industry and/or online commerce.
demonstrated ability to lead operational and strategic initiatives, paired with effective problem-solving and analysis skills.","London"," United Kingdom","Full-time",0,"other","strategy","bs"
"119","Google","security product specialist, google cloud platform","Technical Solutions","Frankfurt, Germany","Work as part of a Sales team to identify and qualify Platform opportunities and determine if Google Cloud Platform is right for them. Identify business and technical requirements, conduct full technical discovery and architect client solutions to meet gathered requirements.
Take responsibility for leading technical projects, including activities such as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.
Work hands-on with Google Cloud Platform products to demonstrate and prototype integrations in customer/partner environments. Travel frequently around EMEA as required for meetings, technical reviews and onsite delivery activities.
Prepare and deliver product messaging in an effort to highlight Google Cloud Platform value proposition using techniques to include whiteboard and slide presentations, product demonstrations, white papers, trial management and RFI response documents.
Make recommendations on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud Platform effectiveness.","ba/bs degree in computer science or a related software engineering field, or equivalent practical experience.
experience working across all aspects of cloud computing (infrastructure, storage, platforms and data), as well as cloud market, competitive dynamics and customer buying behavior.
experience working across advanced security matters (authentication protocols, identity and access management systems, key management systems, encryptions, securing mobile os systems, securing complex cloud architectures, incident management, network and end-points security, etc).","master's degree in computer science or a related technical technical field.
experience serving as a customer service operative or technical sales engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
experience writing code in a common web or mobile development language (java, javascript, python, go and php) and experience developing for android or ios platforms.
experience installing, optimizing and maintaining large cross-country networks, leveraging both traditional and innovative protocol frameworks. experience in managing large and complex network implementations.
knowledge of main traditional security protocols (oauth, openid, https-tls-ssl, pki), and knowledge of identity and access management solutions and encryption solutions.
ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the cloud/it technology space.","Frankfurt"," Germany","Full-time",0,"cloud","other","ms"
"120","Google","partner technology manager, product and tool operations, google technical services","Technical Solutions","Zürich, Switzerland","Improve product feature offerings by providing partner feedback to internal cross-functional teams, including Product Management, Engineering, and our Business Solutions teams.
Design effective launch programs with partners to ensure that new products and feature releases are tested before broad-scale deployment.
Perform implementation reviews, advocate new product features, and ensure the prompt and proper resolution of technical challenges.
Guarantee the technical aspects of publisher integrations by providing necessary documentation and guidance.
Identify, drive, and optimize the business growth from new opportunities by leveraging Google technologies.","bs degree in computer science or a related technical field, or equivalent practical experience.
experience with internet technologies such as: http, javascript, html, ajax, flash, cookies, xml.","ms in computer science or mba degree.
demonstrated experience working in technical roles with product management and engineering.
experience in internet products and technologies.
ability to work cross-functionally with multiple teams and stakeholders.
demonstrated design skills.
excellent relationship building, collaboration and consultation skills. effective communication, project management and analytical skills.","Zürich"," Switzerland","Full-time",0,"partner","manager","bs"
"121","Google","partner sales engineer, google cloud","Technical Solutions","Warszawa, Poland","Work with Partner Managers to identify and recruit partners in the market that can deliver innovative solutions to our customers, built on top of Google Cloud (Google Cloud Platform and G Suite).
Develop our partners’ technical teams with both sales and technical competencies, so that they can be successful in the market.
Keep partners up-to-date with product and technical knowledge and market differentiators.
Work with partner technical representatives in opportunities and projects, complementing their skill and guaranteeing high quality customer deliverables. Advise on integration strategies, enterprise architectures, platforms and application infrastructure required to successfully implement a complete solution providing “best practice” advice to customers and partners to optimize Google Cloud effectiveness.
Act as a technical advocate within Google for our partners in order to help provide feedback from the field, as well as to present on their behalf.","bachelor's degree in computer science or a related technical field or equivalent practical experience.
experience serving in the capacity of a technical sales engineer in a cloud computing environment, or equivalent experience in a customer and/or partner-facing role (including working as a member of a professional services, solutions architect or systems engineering team).
ability to speak and write in english and a local language (german, arabic, italian, polish, romanian) fluently and idiomatically.
ability to travel up to 40% of the time as required to visit partners across a defined geographic territory.","experience in, and understanding of, data and information management, especially as it relates to big data trends and issues within businesses. experience using and/or managing databases.
experience working with linux. experience with software lifecycle and build tools as well as experience architecting and developing software for scalable, distributed systems.
experience architecting and developing solutions for scalable, distributed systems.
knowledge of enterprise networking and identity management systems. knowledge of big data, paas, saas, iaas, public cloud, and related industry and technical concepts, as well as working knowledge of web application development platforms and related technologies.
ability to craft a compelling message and tailor it for a given audience. ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful.
ability to quickly learn, understand, and work with new emerging technologies, methodologies, and solutions in the cloud technology space.","Warszawa"," Poland","Full-time",0,"partner","engineer","ms"
